,Sheridan,Fremont,Laramie,Park,Teton,Campbell,Natrona,Carbon,Sweetwater,Albany,Hot Springs,Johnson,Goshen,Washakie,Converse,Sublette,Uinta,Lincoln,Crook,Unknown,Niobrara,Big Horn,Platte,Weston
2020-04-14,15,48,86,1,82,15,41,4,13,5,2,13,4,7,13,3,4,9,3,1,2,2,,
2020-04-15,16,50,90,1,86,17,44,4,14,5,2,14,4,7,14,3,4,9,4,,2,2,,
2020-04-16,16,50,90,1,87,17,44,4,14,5,2,14,4,7,14,3,4,9,4,,2,2,,
2020-04-17,16,50,93,1,87,17,47,4,14,7,2,14,4,7,14,3,4,9,4,,2,2,,
2020-04-18,16,52,95,1,89,17,48,4,15,7,2,15,4,7,14,3,6,9,4,,2,2,,
2020-04-19,16,54,99,1,90,17,48,4,16,7,4,15,4,7,14,3,6,9,4,,2,2,,
2020-04-20,16,56,100,1,89,17,48,4,16,7,4,15,4,7,15,3,6,9,4,,2,3,,
2020-04-21,16,57,110,1,92,18,48,4,16,6,4,15,4,7,15,3,7,9,5,,2,3,,
2020-04-22,16,57,114,1,93,18,48,4,16,6,4,15,4,7,16,3,7,9,5,,2,2,,
2020-04-23,16,59,117,1,93,18,49,4,16,6,4,15,4,7,16,3,7,9,5,,2,2,,
2020-04-24,16,72,120,1,95,20,49,4,16,6,4,15,4,7,16,3,7,9,5,,2,2,,
2020-04-25,16,76,120,1,95,20,49,4,16,6,4,15,4,7,16,3,7,9,5,,2,2,,
2020-04-26,16,91,125,1,95,23,49,6,16,6,4,15,4,7,16,3,7,9,5,,2,2,,
2020-04-27,16,106,128,1,95,23,49,4,16,7,4,15,4,7,17,3,7,9,5,,2,2,,
2020-04-28,16,109,134,1,96,23,49,4,16,8,4,15,4,7,21,3,8,9,5,,2,2,,
2020-04-29,16,110,139,1,95,23,49,4,17,8,4,15,4,7,22,3,8,9,5,,2,3,,
2020-04-30,16,116,145,1,96,24,49,4,18,8,4,15,4,7,22,3,8,9,5,,2,3,,
2020-05-01,16,120,147,1,96,24,49,5,18,8,4,15,4,7,22,3,8,9,5,,2,3,,
2020-05-02,16,128,151,1,97,24,48,5,18,8,4,15,4,7,23,3,8,9,5,,2,3,,
2020-05-03,16,131,154,1,98,24,48,5,18,8,4,15,4,7,23,3,8,9,5,,2,3,,
2020-05-04,16,137,158,1,98,24,48,5,18,8,4,15,4,7,23,3,8,9,5,,2,3,,
2020-05-05,16,140,162,1,98,24,48,5,18,8,4,15,4,7,23,3,8,10,5,,2,3,,
2020-05-06,16,164,163,1,98,25,48,5,19,8,4,15,4,7,23,3,8,10,5,,2,3,,
2020-05-07,16,168,163,1,98,25,48,5,19,8,4,15,4,7,23,3,8,10,5,,2,3,,
2020-05-08,16,175,163,1,98,25,48,5,19,8,4,15,5,7,23,3,9,10,5,,2,3,,
2020-05-09,16,180,163,1,98,29,48,5,19,8,4,15,5,7,23,3,9,10,5,,2,3,,
2020-05-10,16,187,164,1,98,29,48,5,19,8,4,15,5,7,23,3,9,11,5,,2,3,,
2020-05-11,16,191,166,1,98,29,48,5,20,8,4,15,5,7,23,3,9,11,5,,2,3,,
2020-05-12,16,193,170,1,98,30,47,5,20,8,4,15,5,7,23,3,9,11,5,,2,3,,
2020-05-13,16,202,173,1,99,29,48,5,20,8,4,15,5,7,23,3,9,11,5,,2,3,,
2020-05-14,16,208,173,1,99,29,49,7,21,8,4,15,5,7,23,3,9,14,5,,2,3,,
2020-05-15,16,214,178,1,99,29,50,8,22,8,4,15,5,8,23,3,9,14,5,,2,3,,
2020-05-16,16,220,181,1,100,29,53,14,23,9,7,15,5,8,23,3,10,14,5,,2,3,,
2020-05-17,16,223,181,1,100,29,56,14,23,9,7,15,5,15,23,3,10,14,5,,2,3,,
2020-05-18,16,224,181,1,100,29,62,14,23,10,8,16,5,15,23,3,12,14,5,,2,3,,
2020-05-19,16,228,183,1,100,29,64,15,24,10,8,16,5,15,24,3,11,14,5,,2,3,,
2020-05-20,16,233,182,2,100,30,66,16,25,10,9,16,5,15,24,3,11,14,5,,2,3,,
2020-05-21,16,237,182,2,100,30,67,16,25,10,10,16,5,19,24,3,13,15,5,,2,3,1,
2020-05-22,16,238,182,2,100,30,68,16,25,10,10,16,5,19,24,3,13,15,5,,2,3,1,
2020-05-23,16,244,182,2,100,30,68,16,25,14,10,16,5,20,24,3,12,15,5,,2,3,1,
2020-05-24,16,244,182,2,100,30,68,16,25,14,10,16,5,20,24,3,12,15,5,,2,3,1,
2020-05-25,16,249,183,2,100,30,71,16,25,20,11,18,5,30,24,3,12,15,5,,2,5,1,
2020-05-26,16,250,183,2,100,30,72,16,25,23,11,18,5,32,24,3,12,15,5,,2,5,1,
2020-05-27,16,255,185,2,100,30,72,16,25,23,13,18,5,32,24,3,12,15,5,,2,5,1,1
2020-05-28,16,261,188,2,100,30,75,16,26,24,13,18,5,34,24,3,12,15,5,,2,5,1,1
2020-05-29,16,273,188,2,100,31,76,16,26,25,13,18,5,34,24,3,12,15,5,,2,5,1,1
2020-05-30,16,277,188,2,100,31,76,16,27,25,13,18,5,36,24,3,12,15,5,,2,5,1,1
2020-05-31,16,278,188,2,100,31,77,16,30,25,13,18,5,35,24,3,12,15,5,,2,6,1,1
2020-06-01,16,282,188,2,100,31,79,16,30,25,13,18,5,36,24,3,12,15,5,,2,6,1,1
2020-06-02,16,283,188,2,100,31,79,16,30,25,13,18,5,36,24,3,13,15,5,,2,6,1,1
2020-06-03,16,285,188,2,100,31,79,16,31,25,13,18,5,36,24,3,13,15,5,,2,6,1,1
2020-06-04,16,287,188,2,100,32,79,16,32,25,13,18,5,38,24,3,13,15,5,,2,6,1,1
2020-06-05,16,289,188,2,100,32,82,16,32,26,13,18,5,38,24,3,19,15,5,,2,6,1,1
2020-06-06,16,295,188,2,100,32,82,16,32,26,13,18,5,38,24,3,19,15,5,,2,6,1,1
2020-06-07,18,295,188,2,100,32,82,16,32,26,13,18,5,38,24,3,23,15,5,,2,8,1,1
2020-06-08,18,297,188,2,100,35,87,16,33,26,13,18,5,38,24,3,25,15,5,,2,8,1,1
2020-06-09,18,295,188,2,100,35,87,16,34,26,13,18,5,38,24,3,35,15,5,,2,9,1,1
2020-06-10,19,296,188,2,101,37,87,16,35,26,13,18,5,38,24,3,39,15,5,,2,9,1,1
2020-06-11,19,302,188,2,102,39,87,20,36,26,13,18,5,38,24,3,53,15,5,,2,10,1,1
2020-06-12,19,303,191,3,104,40,87,20,38,25,13,18,5,38,24,3,62,15,5,,2,10,1,1
2020-06-13,19,304,195,5,104,41,87,22,40,26,13,18,5,38,24,3,71,15,5,,2,11,1,1
2020-06-14,19,305,195,5,105,44,87,24,40,26,13,18,5,38,24,3,73,15,6,,2,11,1,1
2020-06-15,19,308,196,5,105,45,87,22,40,27,13,18,5,38,24,3,88,15,6,,2,11,1,1
2020-06-16,19,310,196,7,105,46,88,22,40,28,13,18,5,38,24,3,91,15,6,,2,11,1,1
2020-06-17,19,315,197,8,107,46,88,21,43,28,13,19,5,38,24,3,104,15,6,,2,11,1,1
2020-06-18,19,319,203,10,108,46,90,22,44,28,13,19,5,38,24,4,116,15,6,,2,11,1,1
2020-06-19,19,326,204,9,109,46,95,22,48,28,13,19,5,38,24,4,128,15,6,,2,11,1,1
2020-06-20,19,327,204,11,109,46,95,22,49,28,13,19,5,38,24,4,130,15,6,,2,11,1,1
2020-06-21,19,329,204,11,110,47,96,22,53,28,13,19,5,38,24,4,138,16,6,,2,11,1,1
2020-06-22,19,335,211,12,111,47,98,22,56,29,13,19,5,38,25,5,148,15,6,,2,11,2,1
2020-06-23,19,339,215,16,113,50,98,22,58,29,13,19,5,38,25,5,152,15,7,,2,11,2,1
2020-06-24,19,340,219,17,113,54,102,22,65,31,13,19,5,38,25,5,157,15,7,,2,11,2,1
2020-06-25,22,345,225,22,118,55,107,22,73,31,13,19,5,38,25,5,162,16,7,,2,11,2,1
2020-06-26,24,349,240,25,119,55,109,22,80,32,13,20,5,38,25,5,166,17,7,,2,12,2,1
2020-06-27,24,352,246,31,119,55,114,22,81,32,13,20,5,38,26,6,167,17,7,,2,12,2,1
2020-06-28,26,355,250,37,123,55,118,22,82,32,13,20,5,38,26,6,168,17,7,,2,12,2,1
2020-06-29,26,356,256,40,128,55,120,22,86,34,13,20,5,38,26,6,174,18,7,,2,14,2,2
2020-06-30,27,355,261,50,129,56,121,23,90,34,13,20,5,38,26,6,176,23,7,,2,20,3,2
2020-07-01,27,358,270,56,131,56,126,23,89,34,13,20,5,38,26,6,177,24,7,,2,20,4,2
2020-07-02,27,361,282,57,136,57,131,23,92,34,13,20,5,38,26,6,180,27,7,,2,20,4,2
2020-07-03,27,362,286,61,135,58,134,24,100,35,13,20,6,38,26,6,182,33,7,,2,21,4,2
2020-07-04,27,366,287,61,137,63,136,26,102,36,13,20,7,38,26,6,183,34,7,,2,23,4,2
2020-07-05,27,370,288,62,140,70,140,26,106,37,13,20,8,38,26,6,184,35,7,,2,23,4,2
2020-07-06,27,370,292,66,145,74,149,26,113,38,13,20,8,38,27,6,190,36,7,,2,23,4,1
2020-07-07,27,370,298,70,146,75,153,29,122,43,13,20,8,39,27,6,190,37,7,,2,24,4,1
2020-07-08,27,373,302,76,149,75,155,29,124,45,13,20,9,42,27,6,192,37,7,,2,25,4,1
2020-07-09,27,379,307,80,149,80,158,29,126,45,13,20,9,42,27,6,198,39,7,,2,26,4,1
2020-07-10,29,378,310,81,150,82,158,29,128,45,13,20,9,41,27,6,200,41,7,,2,29,4,1
2020-07-11,29,384,323,84,155,85,159,29,136,49,13,21,9,42,28,7,201,41,7,,2,30,4,1
2020-07-12,29,386,329,85,157,88,165,29,138,49,13,21,9,42,28,7,202,41,7,,2,30,4,1
2020-07-13,33,387,338,84,162,88,167,29,150,49,13,21,10,42,28,10,205,41,7,,2,30,4,3
2020-07-14,33,397,352,85,164,89,171,29,156,52,13,22,10,42,28,10,208,43,8,,2,30,4,3
2020-07-15,36,407,357,88,170,93,172,29,157,53,13,22,10,42,28,10,208,43,8,,2,30,4,3
2020-07-16,38,413,359,89,181,93,173,31,158,54,13,22,10,42,28,11,217,45,9,,2,31,4,3
