,Salt Lake,Davis,Washington,Weber,Summit,Utah,Tooele,Wasatch,Box Elder,Cache,Iron,Unknown,Morgan,Uintah,Garfield,San Juan,Kane,Carbon,Duchesne,Emery,Grand,Juab,Millard,Sevier,Sanpete,Piute,Rich,Beaver,Wayne,Daggett
2020-03-21,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-03-22,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2020-03-23,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-03-24,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
2020-03-25,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2020-03-26,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2020-03-27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,
2020-03-28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
2020-03-29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,
2020-03-30,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,
2020-03-31,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,
2020-04-01,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,
2020-04-02,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,
2020-04-03,1,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-04,1,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-05,1,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-06,1,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-07,1,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-08,7,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-09,7,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-10,7,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-11,7,2,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-12,7,2,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-13,7,2,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-14,7,2,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2020-04-15,7,2,0,1,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-16,12,2,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-17,12,2,0,1,0,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,
2020-04-18,13,2,0,1,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-19,15,2,0,1,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-20,15,2,0,1,0,5,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-21,18,2,0,1,0,5,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-22,19,2,0,1,0,6,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-23,20,2,0,2,0,6,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-24,23,2,0,2,0,7,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-25,25,2,0,2,0,7,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-26,25,2,0,2,0,7,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-27,24,2,0,2,0,7,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-28,28,2,0,2,0,7,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-29,28,2,0,2,0,7,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-04-30,29,2,0,2,0,7,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-01,30,2,0,2,0,7,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-02,30,2,0,2,0,9,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-03,31,2,0,2,0,9,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-04,31,2,0,2,0,9,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-05,35,2,0,2,0,10,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-06,38,2,0,2,0,10,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
2020-05-07,39,2,0,2,0,11,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-08,39,2,0,2,0,11,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-09,44,2,0,2,0,11,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-10,44,2,0,2,0,11,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-11,48,2,0,2,0,11,0,1,1,0,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-12,51,2,0,2,0,11,0,1,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-13,52,2,0,3,0,11,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-14,52,2,0,3,0,11,0,1,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-15,55,2,0,3,0,11,0,1,1,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-16,55,2,0,3,0,11,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-17,56,2,0,3,0,11,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-18,56,2,0,3,0,11,0,1,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-19,62,2,0,3,0,12,0,1,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-20,62,2,0,3,0,13,0,1,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-21,65,2,0,3,0,13,0,1,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-22,65,2,0,3,0,13,0,1,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-23,68,2,0,3,0,14,0,1,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-24,68,2,0,3,0,14,0,1,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-25,68,2,0,4,0,14,0,1,1,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-26,70,2,0,4,0,14,0,1,1,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-27,71,2,0,5,0,15,0,1,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-28,71,2,0,5,0,17,0,1,1,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-29,71,2,0,6,0,17,0,1,1,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-30,74,2,0,6,0,17,0,1,1,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-05-31,74,2,0,7,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-01,74,2,0,7,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-02,74,2,0,7,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-03,78,2,0,7,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-04,78,2,0,7,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-05,81,2,0,8,0,17,0,2,1,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-06,81,2,0,8,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-07,81,2,0,8,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-08,83,3,0,8,0,17,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-09,85,3,0,8,0,18,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-10,85,4,0,8,0,18,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-11,87,4,0,8,0,19,0,2,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,
2020-06-12,93,4,0,9,0,19,0,2,1,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
2020-06-13,93,4,0,9,0,19,0,2,1,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
2020-06-14,93,4,0,9,0,19,0,2,1,1,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,
2020-06-15,95,4,0,9,0,19,0,2,1,1,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-16,96,4,0,9,0,19,0,2,1,1,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-17,99,4,0,9,0,19,0,2,1,1,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-18,100,4,0,9,0,19,0,2,1,1,0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-19,102,4,0,9,0,19,0,3,1,1,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-20,102,4,0,9,0,19,0,3,1,1,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-21,102,4,0,9,0,21,0,3,1,1,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-22,102,4,0,10,0,21,0,3,1,1,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-23,105,4,0,10,0,22,0,3,1,1,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-24,105,4,0,10,0,22,0,3,1,1,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-25,105,4,0,11,0,22,0,3,1,1,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-26,106,4,0,11,0,22,0,3,1,1,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-27,106,4,0,11,0,22,0,3,1,1,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-28,106,4,0,11,0,22,0,3,1,1,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-29,107,5,0,12,0,22,0,3,1,1,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-06-30,107,5,0,13,0,22,0,3,1,1,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-01,108,5,0,13,0,22,0,3,1,2,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-02,111,5,0,13,0,22,0,3,1,2,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-03,112,5,0,14,1,22,0,3,1,2,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-04,112,5,0,14,1,22,0,3,1,2,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-05,113,5,0,14,1,23,0,3,1,2,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-06,117,6,0,14,1,23,0,4,1,2,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-07,120,6,0,14,1,24,0,4,1,2,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-08,122,6,0,14,1,27,0,4,1,2,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-09,124,6,0,14,1,27,0,4,1,2,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-10,130,6,0,14,1,27,0,4,1,2,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-11,133,6,0,14,1,27,0,4,1,2,0,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-12,133,6,0,14,1,28,0,4,1,2,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-13,132,6,7,15,1,28,0,4,1,2,0,8,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-14,132,6,7,16,1,29,0,4,1,3,0,9,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-15,134,7,7,18,1,30,0,4,1,3,0,9,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-16,135,7,7,18,1,30,0,4,1,3,0,9,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-17,136,7,15,19,1,30,0,4,1,3,2,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-18,138,7,17,19,1,30,0,4,1,3,2,,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-19,138,7,17,19,1,30,0,4,1,3,2,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-20,140,7,17,22,1,31,0,4,1,3,2,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-21,143,8,17,23,1,31,0,4,2,3,2,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,,
2020-07-22,147,9,17,24,1,31,0,4,2,3,2,0,0,0,2,19,0,0,0,0,0,0,0,1,0,0,0,0,,
2020-07-23,155,9,17,24,1,31,0,4,2,3,2,0,0,0,2,19,0,0,0,0,0,0,0,2,0,0,0,0,,
2020-07-24,159,10,18,24,1,31,0,4,2,3,2,0,0,0,2,19,0,0,0,0,0,0,0,2,0,0,0,0,,
2020-07-25,159,11,18,24,1,31,0,4,2,3,2,0,0,0,2,19,0,0,0,0,0,0,0,2,0,0,0,0,,
2020-07-26,159,11,18,24,1,31,0,4,2,3,2,0,0,0,2,19,0,0,0,0,0,0,0,2,0,0,0,0,,
2020-07-27,163,11,19,24,1,31,0,4,2,3,2,0,0,0,2,21,0,0,0,0,0,0,0,2,0,0,0,0,0,
2020-07-28,165,12,20,24,1,31,0,4,2,3,2,0,0,0,2,22,0,0,0,0,0,0,0,2,0,0,0,0,0,
2020-07-29,170,12,20,25,1,32,0,4,2,3,2,0,0,0,2,22,0,0,0,0,0,0,0,2,0,0,0,0,0,
2020-07-30,173,13,20,25,1,33,0,4,2,3,2,0,0,0,2,22,0,0,0,0,0,1,0,2,0,0,0,0,0,
2020-07-31,176,13,20,25,1,33,0,4,2,4,2,0,0,0,2,23,0,0,0,0,0,1,0,2,0,0,0,0,0,
2020-08-01,177,13,20,25,1,35,0,4,2,4,2,0,0,0,2,24,0,0,0,0,0,1,0,2,0,0,0,0,0,
2020-08-02,177,14,20,25,1,35,0,4,2,4,2,0,0,0,2,24,0,0,0,0,0,1,0,2,0,0,0,0,0,
2020-08-03,180,15,20,25,1,35,0,4,2,4,2,0,0,0,2,24,0,0,0,0,0,1,0,2,0,0,0,0,0,
2020-08-04,186,16,20,25,1,35,0,4,2,4,2,0,0,0,2,24,0,0,0,0,0,1,0,2,0,0,0,0,0,
2020-08-05,187,18,20,25,1,36,0,4,2,4,2,0,0,0,2,25,1,0,0,0,0,1,0,2,0,0,0,0,0,
2020-08-06,188,19,20,25,1,37,0,4,2,4,2,0,0,0,2,25,1,0,0,0,0,1,0,1,0,0,0,0,0,
2020-08-07,191,21,20,25,1,37,0,4,2,4,2,0,0,0,2,25,1,0,0,0,0,1,0,1,0,0,0,0,0,
2020-08-08,190,21,20,25,1,37,0,4,2,4,2,0,0,0,2,25,1,0,0,0,0,1,0,1,0,0,0,0,0,
2020-08-09,190,21,20,25,1,37,0,4,2,5,2,0,0,0,2,25,1,0,0,0,0,1,0,1,0,0,0,0,0,
2020-08-10,197,21,21,25,1,37,0,4,2,5,2,0,0,0,2,25,1,0,0,0,1,1,0,1,0,0,0,0,0,
2020-08-11,201,21,21,25,1,37,0,4,2,5,2,0,0,0,2,25,1,0,0,0,1,1,0,1,0,0,0,0,0,
2020-08-12,206,21,21,25,1,37,0,4,2,5,2,0,0,0,2,25,1,0,0,0,1,1,0,1,0,0,0,0,0,
2020-08-13,209,21,21,25,1,37,0,4,2,5,2,0,0,0,2,25,1,0,0,0,1,1,0,1,0,0,0,0,0,
2020-08-14,211,21,21,25,1,38,0,4,2,5,2,0,0,0,2,26,1,0,0,0,1,1,0,1,0,0,0,0,0,
2020-08-15,212,21,21,25,1,38,0,4,2,5,2,0,0,0,2,26,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-16,212,21,21,25,1,38,0,4,2,5,2,0,0,0,2,26,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-17,213,21,21,25,1,39,0,4,2,5,2,0,0,0,2,26,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-18,217,21,21,26,1,39,0,4,3,5,2,0,0,0,2,26,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-19,218,21,21,28,1,41,0,4,3,6,2,0,0,0,2,27,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-20,222,21,21,28,1,42,0,4,3,6,2,0,0,0,2,27,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-21,223,21,21,28,1,42,0,4,3,6,2,0,0,0,2,27,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-22,225,21,21,28,1,42,0,4,3,6,2,0,0,0,2,27,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-23,225,21,21,28,1,42,0,4,3,6,2,0,0,0,2,27,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-24,225,22,21,28,1,43,0,5,3,6,2,0,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-25,227,22,22,29,1,45,0,5,3,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-26,230,23,22,29,1,46,0,6,3,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-27,230,23,22,29,1,46,0,6,3,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-28,231,23,22,29,1,46,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-29,231,23,22,29,1,46,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-30,231,23,22,29,1,46,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-08-31,232,23,22,29,1,46,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-01,232,23,22,29,1,47,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-02,235,24,22,29,1,47,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-03,236,24,22,29,1,48,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-04,236,25,23,29,1,50,0,7,5,6,2,1,0,0,2,28,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-05,236,25,23,29,1,50,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-06,236,26,23,29,1,51,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-07,237,26,23,29,1,51,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-08,239,26,23,29,1,51,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-09,240,26,24,29,1,51,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,
2020-09-10,241,27,24,29,1,52,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-11,243,27,24,29,1,52,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-12,243,28,24,29,1,52,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-13,243,28,24,29,1,52,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-14,244,28,24,29,1,53,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-15,244,28,24,29,1,53,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-16,245,28,24,29,1,53,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-17,245,28,24,29,1,53,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-18,245,28,24,29,1,53,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-19,246,28,25,29,1,54,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-20,246,28,25,29,1,54,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-21,247,28,25,29,1,54,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-22,248,28,25,30,1,54,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-23,249,28,25,30,1,54,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-24,249,28,25,30,1,54,0,7,5,6,2,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-25,250,28,26,31,1,54,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-26,250,28,26,31,1,54,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-27,252,28,26,31,1,57,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-28,252,28,26,31,1,57,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-29,254,29,27,31,1,57,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,1,0,1,1,0,0,0,0,0
2020-09-30,254,30,28,31,1,57,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,2,0,1,1,0,0,0,0,0
2020-10-01,254,30,28,31,1,57,0,7,5,6,3,1,0,0,2,29,1,0,0,0,1,2,0,1,1,0,0,0,0,0
2020-10-02,259,32,29,32,1,61,1,7,5,6,3,1,0,0,2,29,1,0,0,0,1,2,0,1,1,0,0,0,0,0
