,Tulsa,Oklahoma,Jackson,Cleveland,Kay,Payne,Canadian,Pawnee,Custer,Grady,Logan,McClain,Washington,Garvin,Muskogee,Noble,Pontotoc,Mayes,Wagoner,Adair,Bryan,Carter,Creek,Delaware,Osage,Pottawatomie,Stephens,Comanche,Craig,Lincoln,Okmulgee,Ottawa,Sequoyah,Caddo,Cherokee,Choctaw,Latimer,Pittsburg,Le Flore,Nowata,Garfield,Rogers,Seminole,Texas,Beckham,Cotton,Love,Greer,Unknown,Atoka,Kingfisher,Kiowa,Woodward,Grant,Major,McCurtain,Tillman,Jefferson,Beaver,Dewey,Marshall,Murray,Okfuskee,Alfalfa,Johnston,Haskell,McIntosh,Woods,Harper,Cimarron,Pushmataha,Blaine,Washita,Coal,Hughes,Ellis,Harmon,Roger Mills
2020-03-16,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,4,6,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,4,14,1,4,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,5,18,1,9,2,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,5,19,1,11,3,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21,5,20,1,12,3,1,2,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,6,26,1,13,4,2,2,3,1,1,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,11,29,1,16,5,3,2,3,1,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,12,41,1,22,5,3,4,4,1,1,1,1,2,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,27,55,1,27,5,3,5,7,3,1,3,1,3,2,1,2,1,1,3,2,1,1,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,41,73,1,39,11,5,6,10,3,2,3,2,5,2,4,2,1,2,6,2,1,1,10,1,3,2,1,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,49,94,1,39,17,7,11,14,3,2,3,2,9,2,5,3,2,2,8,3,1,1,14,2,5,2,1,6,1,3,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,57,107,1,46,18,12,11,14,3,2,3,2,14,2,7,3,3,3,8,3,1,1,16,4,6,2,2,6,1,3,2,4,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,61,120,1,51,20,13,12,15,4,2,3,2,18,4,7,3,3,3,8,4,1,1,16,4,10,2,2,11,1,3,3,4,2,1,1,1,1,2,1,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,65,134,1,60,20,14,15,15,4,3,4,2,20,6,7,3,3,4,8,4,1,1,18,7,11,2,2,12,1,4,3,6,2,1,1,1,1,2,1,4,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,83,155,1,65,24,15,19,15,4,2,4,3,21,6,8,4,5,4,10,4,1,1,21,7,16,5,5,15,1,5,3,7,2,1,4,1,1,2,1,5,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,115,192,2,87,24,16,24,15,4,3,4,9,23,7,13,5,5,5,15,8,1,1,27,8,19,6,6,21,2,5,4,7,2,1,7,1,2,2,1,5,4,4,1,1,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,151,216,2,121,24,18,28,15,5,3,5,11,24,8,15,5,5,5,24,9,2,1,36,10,22,9,7,27,2,6,5,8,4,2,7,1,2,2,1,6,4,8,1,1,1,1,2,2,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,175,237,4,130,25,18,29,16,5,5,5,11,28,8,16,5,7,5,30,14,3,1,39,11,22,11,8,33,2,7,7,8,4,2,7,1,2,2,1,7,5,10,1,1,1,4,2,5,,1,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,221,256,4,169,29,20,32,16,5,6,6,11,33,11,17,5,7,7,40,14,3,1,43,11,25,11,9,37,3,7,11,10,4,4,10,2,4,3,1,8,5,12,2,1,1,4,2,6,,1,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2020-04-05,240,265,4,171,30,20,33,22,5,7,6,12,35,9,20,6,7,9,47,18,3,1,44,12,27,12,9,39,3,7,11,11,4,4,12,2,4,6,1,9,5,13,2,2,1,4,2,25,,1,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2020-04-06,249,279,4,180,30,21,35,22,5,8,6,12,39,10,20,6,8,10,49,20,3,1,45,13,31,13,11,41,5,9,11,12,7,5,14,2,4,6,1,9,5,15,3,3,1,4,2,26,,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,
2020-04-07,273,303,6,203,33,24,40,23,5,9,6,16,43,12,21,6,9,12,55,25,3,1,47,13,34,19,11,42,4,10,11,14,10,6,16,2,4,7,1,10,5,17,3,3,1,4,2,31,,1,3,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-08,293,317,6,212,33,24,40,23,5,9,6,15,45,11,21,6,9,12,57,25,3,1,47,13,33,20,11,44,5,10,11,15,10,6,16,2,4,7,1,10,5,19,4,3,1,4,2,32,,1,3,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-09,308,385,6,231,36,25,48,24,5,9,7,17,54,13,21,6,9,12,57,25,3,1,48,14,41,24,13,47,5,10,13,17,10,6,17,2,4,7,3,10,5,19,4,3,1,4,2,37,,1,3,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,
2020-04-10,314,413,6,236,41,28,52,26,5,11,7,18,57,11,21,6,9,13,65,26,3,1,53,23,45,25,13,47,6,11,13,17,10,8,18,2,4,8,3,10,5,23,6,3,1,4,2,46,,1,5,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
2020-04-11,323,425,7,247,42,28,56,26,5,11,7,18,83,10,21,6,9,13,67,27,3,1,54,24,45,25,13,49,6,11,13,16,9,9,18,2,4,8,3,10,6,24,6,3,1,4,2,48,,1,5,1,1,2,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
2020-04-12,332,435,7,264,43,28,56,26,5,11,7,18,104,10,21,6,9,14,69,27,3,1,55,50,50,26,14,49,7,11,13,18,9,9,18,2,4,8,3,10,6,25,7,3,1,4,2,49,,1,5,1,1,2,1,3,1,1,1,1,1,1,1,,,,,,,,,,,,,,,
2020-04-13,337,455,7,267,45,29,57,27,6,11,7,19,114,11,22,6,10,15,73,27,4,1,56,63,56,26,15,51,7,10,14,23,11,9,20,2,4,10,3,10,7,25,7,5,1,5,2,50,,1,6,2,1,2,1,6,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
2020-04-14,358,474,7,277,45,28,62,27,7,12,7,18,118,10,25,6,10,14,98,28,4,1,60,71,59,28,15,52,9,10,14,22,11,10,20,3,4,11,3,11,7,28,7,6,1,5,2,49,,1,6,2,1,2,2,6,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,
2020-04-15,362,483,6,294,45,29,63,27,7,14,7,19,118,10,26,6,10,16,102,29,5,1,57,72,61,28,15,52,8,10,14,22,10,35,21,3,4,13,4,11,7,30,7,9,2,5,2,50,,1,6,2,1,2,2,7,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,
2020-04-16,376,497,6,301,46,34,65,28,7,16,8,20,124,10,25,6,10,19,107,29,5,1,58,74,61,32,15,57,7,11,14,24,10,48,22,3,4,14,5,11,9,30,7,9,2,5,2,50,,1,6,2,1,2,2,7,1,1,1,2,1,2,1,1,2,,,,,,,,,,,,,
2020-04-17,390,520,6,306,46,36,69,28,7,19,9,21,133,10,25,6,10,19,107,38,5,1,62,76,61,33,15,65,7,11,15,26,10,51,24,3,4,15,6,11,9,34,7,9,2,5,2,54,,1,6,2,1,2,2,7,2,1,1,2,1,1,1,1,3,1,1,1,,,,,,,,,,
2020-04-18,409,550,6,308,46,37,72,28,9,20,9,23,138,10,26,6,10,19,108,41,5,1,67,80,64,35,15,65,8,10,15,27,10,51,24,3,4,17,6,13,10,38,7,13,2,5,2,55,,1,6,3,1,2,2,7,2,1,2,2,2,1,1,1,3,2,2,1,1,,,,,,,,,
2020-04-19,411,561,6,312,46,37,73,28,9,20,9,23,140,10,26,6,10,19,108,43,5,1,68,83,64,36,15,67,8,10,15,27,10,51,24,3,4,17,6,13,11,38,7,13,2,5,2,55,,1,6,3,1,2,2,7,2,1,1,2,2,1,1,1,3,2,2,1,1,,,,,,,,,
2020-04-20,422,575,6,323,46,39,75,28,10,23,9,22,148,11,26,6,10,19,108,46,5,1,68,86,65,36,19,71,8,10,15,27,10,52,24,3,4,18,6,13,11,38,7,20,2,5,2,57,,1,6,3,1,2,2,8,2,1,1,2,2,1,1,1,3,2,2,3,1,,,,,,,,,
2020-04-21,432,590,8,345,46,39,76,28,10,23,10,23,192,12,26,6,10,19,112,47,6,1,69,87,65,36,19,72,8,10,15,27,10,52,24,3,4,20,7,13,11,40,9,32,2,5,2,57,,1,6,3,1,2,2,8,1,2,1,2,2,1,1,1,3,3,2,3,1,1,,,,,,,,
2020-04-22,437,607,8,372,46,40,82,28,10,25,10,25,201,12,26,6,10,19,112,49,6,1,70,88,65,37,19,71,8,10,16,28,10,53,25,3,4,20,8,14,11,42,9,34,2,5,2,61,,1,6,3,1,2,2,8,1,2,1,2,2,1,1,1,3,3,2,3,1,1,,,,,,,,
2020-04-23,454,634,13,388,47,40,86,28,10,31,11,28,208,13,26,6,10,19,112,50,6,2,71,89,68,38,19,75,9,10,16,29,10,53,25,3,4,22,8,16,11,44,8,46,2,5,2,63,,1,6,4,2,2,2,8,1,2,1,2,2,1,1,1,3,3,2,3,1,1,,,,,,,,
2020-04-24,467,670,13,393,47,43,88,28,10,31,12,30,216,13,26,6,10,19,114,53,6,2,72,90,71,40,19,76,9,10,16,29,11,53,26,3,4,22,9,17,11,45,8,59,2,5,2,64,,1,7,4,1,2,2,8,1,2,2,2,2,1,1,1,3,3,2,3,1,1,,,,,,,,
2020-04-25,479,694,14,400,47,43,90,28,10,34,12,30,222,13,26,6,10,21,114,54,6,2,73,90,71,40,20,76,9,10,16,29,11,53,26,3,4,21,9,19,11,46,8,68,3,5,2,64,,1,7,4,1,2,2,8,1,2,2,2,2,1,1,1,4,3,2,3,1,1,,,,,,,,
2020-04-26,491,696,15,403,47,44,91,29,10,34,13,30,229,13,26,6,10,21,114,55,6,2,76,90,72,40,20,79,9,10,16,29,12,58,26,3,5,25,9,20,11,47,8,73,5,5,2,64,,1,8,4,1,2,2,8,1,2,3,2,2,1,1,1,3,5,2,3,1,1,,,,,,,,
2020-04-27,490,703,15,404,47,44,91,29,10,34,13,30,231,13,26,6,10,21,115,55,6,2,76,90,72,42,20,79,9,11,16,29,12,58,26,3,5,25,10,20,11,47,8,85,5,5,2,64,,1,8,4,1,2,2,8,1,2,3,2,2,1,1,1,3,5,2,3,1,1,1,,,,,,,
2020-04-28,506,729,15,410,47,44,96,29,10,35,13,35,244,13,26,6,10,21,116,64,8,2,76,90,72,43,22,79,10,11,16,32,12,61,26,3,5,27,10,20,15,50,10,107,5,5,2,64,,1,8,4,1,2,3,8,1,2,5,2,2,1,1,1,3,5,2,3,1,1,1,,,,,,,
2020-04-29,522,743,15,417,47,44,97,29,10,35,14,35,248,13,26,6,10,21,118,64,8,2,77,90,73,43,22,79,10,12,16,31,12,61,27,3,5,28,10,21,15,52,10,119,5,5,2,64,,1,8,4,1,2,3,8,1,2,5,2,2,1,1,1,3,4,2,3,1,1,1,,,,,,,
2020-04-30,567,773,15,419,47,44,98,29,10,36,15,53,256,13,27,6,10,22,119,64,8,3,77,90,75,45,22,80,10,13,16,31,12,62,27,3,5,29,11,21,17,59,10,131,5,5,2,65,,1,8,5,1,2,3,8,1,2,8,2,2,1,1,1,3,4,2,3,1,1,1,,,,,,,
2020-05-01,584,816,16,426,47,44,98,29,10,36,16,74,263,14,27,6,10,24,120,65,8,3,80,91,76,48,22,81,11,12,16,34,12,64,27,3,5,32,11,21,17,60,11,138,5,5,2,65,,1,8,5,1,2,3,8,2,2,9,2,2,1,1,1,3,4,2,3,1,1,1,,,,,,,
2020-05-02,607,822,16,430,47,44,98,29,10,38,16,74,268,14,27,6,10,24,122,65,9,3,80,91,76,51,22,84,11,14,16,34,12,64,27,3,5,35,13,21,18,65,12,172,5,5,2,65,,1,8,5,1,2,3,8,2,2,13,2,2,2,1,1,3,5,2,3,1,1,1,,,,,,,
2020-05-03,628,838,17,432,47,44,100,29,11,39,16,77,273,14,27,6,10,24,122,65,9,4,80,91,76,52,22,98,11,14,16,34,12,69,27,3,5,39,13,21,19,66,12,201,5,5,2,65,,1,8,5,1,2,3,8,14,2,14,2,2,2,1,1,3,5,2,3,1,1,1,,,,,,,
2020-05-04,639,841,17,436,47,44,102,29,11,40,16,77,276,14,27,6,10,24,122,65,9,4,80,91,78,52,22,102,12,14,16,34,12,72,27,3,5,38,13,21,19,67,12,236,6,5,2,65,,1,8,5,1,2,3,8,14,2,14,2,2,2,1,1,3,5,3,3,1,1,1,1,,,,,,
2020-05-05,645,853,18,439,48,44,103,29,11,40,17,84,281,14,27,6,10,24,123,66,9,5,80,92,78,52,22,104,12,16,16,34,12,77,29,3,5,39,13,21,21,68,19,252,6,5,2,65,,1,8,5,1,2,4,8,15,2,15,2,2,2,1,1,3,5,3,3,1,1,1,2,,,,,,
2020-05-06,653,868,19,447,48,44,103,29,11,41,17,83,283,14,27,7,10,24,123,68,12,5,81,92,77,52,22,113,13,16,16,34,13,77,29,3,5,39,13,21,21,68,19,274,6,5,2,65,,1,8,5,1,2,4,8,15,2,15,2,2,2,1,1,3,5,4,3,1,1,1,2,,,,,,
2020-05-07,676,895,19,448,48,44,107,29,11,41,18,84,289,14,28,7,10,24,125,69,12,6,82,92,82,53,22,115,13,16,17,34,13,89,29,3,5,39,13,21,21,69,19,308,6,5,3,65,,1,8,5,1,2,4,8,16,2,17,2,2,2,1,1,3,5,4,3,1,1,1,2,,,,,,
2020-05-08,684,905,19,453,48,45,107,29,11,42,18,85,291,14,28,7,10,24,126,72,12,6,82,92,85,54,22,116,13,17,16,34,13,97,30,3,5,39,13,22,22,70,20,343,6,5,3,65,,1,8,6,1,2,5,8,19,3,19,2,2,2,1,1,3,5,5,3,1,1,1,2,,,,,,
2020-05-09,695,927,19,455,48,45,110,29,11,45,18,85,296,14,29,7,10,24,125,74,12,6,82,92,88,54,22,124,13,17,16,34,13,100,30,3,5,39,13,22,22,70,20,345,6,5,3,65,,1,8,7,1,2,5,8,19,3,20,2,2,2,1,1,3,5,5,3,1,1,1,2,,,,,,
2020-05-10,700,945,19,456,48,45,111,29,11,45,18,85,296,15,29,7,10,24,129,74,12,6,82,92,88,54,22,124,13,17,16,34,14,108,30,3,5,39,13,22,22,70,21,403,6,5,3,65,,1,8,7,1,2,5,8,19,3,20,2,2,2,1,1,3,5,5,3,1,1,1,3,,,,,,
2020-05-11,708,954,19,456,48,45,111,29,11,46,18,85,301,15,29,7,10,25,129,72,12,6,82,93,89,54,22,124,13,17,16,34,14,108,30,3,5,39,13,22,22,70,21,404,6,5,3,65,,1,8,6,1,2,5,8,19,3,20,2,2,2,1,1,3,5,5,3,1,1,1,3,,,,,,
2020-05-12,717,997,20,457,48,44,114,29,12,52,18,85,300,15,29,7,10,26,130,74,12,6,82,94,90,54,22,151,12,17,16,34,14,109,30,3,5,39,13,23,21,71,21,424,6,5,3,66,,2,9,6,1,2,6,8,19,3,19,2,2,2,1,1,3,5,5,3,1,1,1,2,,,,,,
2020-05-13,734,1007,20,458,49,44,115,29,12,54,18,86,300,15,29,7,10,25,131,74,12,6,83,93,90,55,22,184,12,17,16,34,14,110,29,3,5,39,13,23,22,72,21,474,6,5,3,66,,1,10,6,1,2,6,8,20,3,20,2,2,2,2,1,3,5,5,3,1,1,1,1,,,,,,
2020-05-14,743,1013,21,458,49,44,116,29,12,58,18,86,301,15,30,7,10,26,131,74,12,7,83,93,90,55,22,197,13,17,16,34,14,110,29,3,5,39,14,23,22,72,21,541,6,5,3,66,,1,10,6,1,2,6,9,21,3,20,2,2,2,2,1,3,5,5,3,1,1,1,1,1,,,,,
2020-05-15,752,1035,21,459,49,44,116,29,12,60,18,86,301,16,29,7,10,27,133,74,12,8,83,93,91,55,23,205,13,17,16,35,14,111,29,3,5,39,13,23,23,72,21,606,6,5,3,66,,1,10,7,1,2,6,9,21,3,22,2,4,2,2,1,3,5,8,3,1,1,1,2,1,,,,,
2020-05-16,776,1070,21,466,49,45,116,29,12,64,18,86,302,15,29,7,11,28,136,74,13,8,83,95,91,56,24,215,13,18,18,34,14,112,29,3,5,38,13,23,23,72,21,658,6,5,3,66,,1,10,6,1,2,6,11,22,3,23,2,4,2,2,1,3,5,10,3,1,1,1,3,1,,,,,
2020-05-17,781,1074,21,468,49,45,117,29,12,64,18,86,303,15,30,7,11,28,137,75,14,9,84,95,91,57,24,224,14,18,18,35,14,114,29,4,6,38,13,23,23,72,21,696,6,5,3,66,,1,10,6,1,2,6,11,22,3,23,2,4,2,2,1,3,5,10,3,1,1,1,3,1,,,,,
2020-05-18,787,1075,21,468,50,45,118,29,12,64,18,86,303,15,30,7,11,28,137,75,17,13,85,95,91,57,26,225,14,19,18,35,14,120,29,5,6,39,13,23,23,72,21,752,6,5,4,66,,1,10,6,1,2,6,11,22,3,23,2,6,2,2,1,3,5,10,3,1,1,1,3,1,,,,,
2020-05-19,802,1087,21,470,50,45,120,29,12,65,18,95,304,15,30,7,11,28,137,77,19,15,85,96,92,57,25,229,15,19,18,35,14,122,29,6,6,39,13,23,23,72,21,784,6,5,4,66,,1,10,6,1,2,6,12,22,3,23,2,6,2,2,1,3,5,10,3,1,1,1,3,1,1,,,,
2020-05-20,814,1093,21,472,50,45,120,29,12,68,18,95,304,15,30,7,11,28,137,78,19,15,85,96,92,56,25,229,15,19,18,35,14,126,29,12,5,39,13,23,24,72,21,791,6,5,4,66,,1,10,6,1,2,6,13,22,3,23,2,6,2,2,1,3,6,10,3,1,1,2,3,1,1,,,,
2020-05-21,852,1109,21,482,51,45,122,29,12,71,18,95,307,15,32,7,11,28,140,78,19,16,87,97,92,56,36,235,15,21,21,35,14,132,28,12,5,40,13,23,24,73,21,820,6,5,4,66,,1,10,6,3,2,6,13,22,3,24,3,7,2,3,1,3,6,11,3,1,1,2,4,1,1,,,,
2020-05-22,890,1179,21,481,51,45,123,29,12,72,18,95,309,15,34,7,11,29,143,79,19,21,88,97,93,56,37,236,15,21,22,35,14,132,28,14,5,40,13,23,25,73,21,851,6,5,6,66,,1,11,6,3,2,6,18,22,3,24,3,7,2,2,1,3,6,11,3,1,1,2,4,1,1,,,,
2020-05-23,903,1189,21,487,52,45,124,29,12,73,18,97,310,15,35,7,11,29,145,82,21,22,89,99,94,56,37,270,15,21,22,35,14,136,28,14,5,40,13,23,25,78,21,855,6,5,14,66,,1,13,6,3,2,6,23,22,3,24,3,7,2,3,1,3,6,11,3,1,1,2,4,1,1,,,,
2020-05-24,915,1203,21,489,52,45,126,29,12,76,19,98,310,15,35,7,12,29,148,82,22,22,90,99,94,57,37,270,15,21,23,35,14,136,28,18,5,40,13,23,26,78,22,881,6,5,14,66,,1,11,6,4,2,6,25,22,3,24,3,7,2,3,1,3,6,11,3,1,1,2,4,2,1,,,,
2020-05-25,926,1208,23,490,52,45,128,29,12,79,19,98,310,15,35,7,12,30,148,82,22,23,91,99,94,57,37,268,15,21,23,35,14,146,28,21,5,40,14,23,26,78,23,886,6,5,15,66,,1,11,6,4,2,6,29,23,3,24,3,8,2,3,1,3,6,11,3,1,1,2,5,2,1,,,,
2020-05-26,935,1216,24,493,52,45,128,29,12,80,19,98,312,15,36,7,11,30,149,82,22,25,92,100,94,57,37,270,15,22,23,35,14,150,29,25,5,40,14,23,26,78,23,890,6,5,15,66,,1,11,6,4,2,6,29,23,3,24,4,8,2,3,1,3,6,11,3,1,1,2,6,2,1,,,,
2020-05-27,958,1227,24,494,52,45,128,30,13,83,19,101,314,16,39,7,12,30,150,82,23,36,93,100,93,58,37,274,15,22,23,35,14,153,29,27,5,40,14,23,26,79,23,902,6,5,15,66,,2,11,6,4,2,6,32,23,4,24,4,8,3,3,1,3,6,11,3,1,1,2,6,2,1,,,,
2020-05-28,960,1241,24,496,52,45,128,30,13,83,19,103,314,16,43,7,11,30,150,84,23,38,93,100,94,59,37,278,15,22,23,35,14,154,28,30,5,40,14,23,26,80,24,904,6,5,15,66,,2,11,6,4,2,6,33,23,3,24,4,8,4,3,1,3,6,11,3,1,1,2,6,2,1,,,,
2020-05-29,983,1254,24,498,52,45,129,30,13,85,19,104,314,17,46,7,13,30,150,85,24,39,93,100,95,59,37,279,15,22,25,35,14,155,28,32,5,40,14,23,26,80,26,908,6,5,15,66,,3,11,6,4,2,6,34,23,3,24,2,8,4,6,1,3,6,11,3,1,1,2,6,2,1,1,,,
2020-05-30,998,1263,27,500,53,45,132,31,16,92,19,104,316,17,48,7,13,30,149,87,26,41,94,100,95,59,38,279,15,22,26,35,15,158,29,39,5,41,14,23,27,81,26,917,6,5,15,66,,3,11,6,5,2,6,35,23,3,24,2,8,4,4,1,3,6,11,3,1,1,2,6,2,1,1,,,
2020-05-31,1014,1281,27,501,53,45,133,31,20,97,19,105,317,18,48,7,13,30,150,87,26,44,94,100,95,60,38,281,15,22,26,35,15,160,29,48,5,41,14,23,28,81,26,925,9,5,16,66,,3,11,6,5,2,6,41,23,4,24,2,8,4,5,1,3,6,11,3,1,1,3,6,2,1,1,,,
2020-06-01,1022,1284,27,503,54,45,133,31,20,97,19,105,325,18,48,7,14,30,150,88,29,45,95,100,95,62,38,283,15,22,26,35,15,162,29,73,5,41,14,23,28,81,26,926,10,5,16,66,,4,11,6,5,2,6,41,23,4,24,3,8,4,5,1,3,6,11,3,1,1,3,7,2,3,1,,,
2020-06-02,1057,1294,27,506,56,46,133,31,26,99,19,106,327,18,49,7,15,30,150,91,31,45,96,100,95,63,38,285,15,22,25,35,15,164,30,76,5,41,14,23,27,82,26,934,10,5,16,66,,4,11,6,5,2,6,71,23,4,24,3,8,4,5,1,3,6,12,3,1,1,3,7,2,3,3,,,
2020-06-03,1087,1309,27,511,57,48,133,31,30,100,19,106,334,18,60,7,15,30,150,91,32,45,97,100,96,63,40,290,15,22,25,35,15,167,31,87,5,41,14,23,27,82,28,939,7,5,16,66,,4,11,6,5,2,6,75,23,4,24,3,8,5,5,1,3,6,12,3,1,1,5,8,2,3,3,,,
2020-06-04,1109,1328,27,514,57,48,137,32,31,104,19,107,338,18,60,7,15,31,151,93,33,51,98,100,102,63,41,293,15,22,25,35,16,168,31,90,5,41,14,23,28,83,30,944,7,5,16,66,,4,12,6,5,2,6,77,23,4,24,3,10,5,5,1,3,6,14,3,1,1,5,8,2,3,3,,,
2020-06-05,1134,1350,27,520,57,48,141,32,32,107,19,109,339,18,61,7,17,31,153,93,35,51,99,100,101,63,41,306,15,22,25,35,17,168,31,97,5,41,14,23,29,83,30,944,7,5,16,66,,4,12,6,5,2,6,79,23,4,24,3,9,5,5,1,3,6,14,4,1,1,4,9,2,5,3,,,
2020-06-06,1165,1360,27,519,59,48,141,33,32,107,19,109,340,18,61,7,18,31,153,93,35,51,99,100,101,63,41,309,15,22,26,35,17,168,31,98,5,41,15,23,29,85,30,944,7,5,16,66,,4,12,6,5,2,6,81,23,4,24,3,9,5,5,1,3,6,14,4,1,1,5,9,2,5,3,,,
2020-06-07,1188,1369,28,520,59,48,142,34,34,115,21,109,340,20,62,7,18,34,156,94,36,52,100,102,101,64,44,310,16,22,26,35,17,170,33,98,5,42,15,24,30,85,30,947,7,5,17,66,,4,12,6,7,2,6,84,23,4,27,3,11,6,5,1,3,6,14,4,1,1,5,9,2,5,3,,,
