,Jefferson,Mercer,Monongalia,Tucker,Jackson,Kanawha,Marshall,Putnam,Berkeley,Harrison,Preston,Wood,Logan,Marion,Ohio,Raleigh,Mason,Upshur,Greenbrier,Hancock,Pleasants,Cabell,Morgan,Wetzel,Wirt,Randolph,Roane,Hardy,Barbour,Unknown,Pendleton,Mineral,Lewis,Taylor,Brooke,Fayette,McDowell,Nicholas,Tyler,Wyoming,Boone,Braxton,Hampshire,Wayne,Monroe,Summers,Grant,Mingo,Lincoln,Gilmer,Calhoun,Pocahontas,Ritchie,Clay,Webster
2020-04-14,0,0,4,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-15,0,0,4,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
2020-04-16,0,0,4,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,
2020-04-17,0,0,4,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,,,,,
2020-04-18,0,0,4,0,3,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,,,,,,
2020-04-19,0,0,4,0,3,1,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,,,,,,
2020-04-20,0,0,5,0,6,1,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,,,,,,
2020-04-21,0,0,5,0,6,1,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,,,,,,
2020-04-22,0,0,5,0,7,2,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,,,,,,
2020-04-23,0,0,4,0,7,3,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,,,,,,
2020-04-24,0,0,4,0,8,3,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,,,,,,
2020-04-25,0,0,4,0,8,4,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,,,,,
2020-04-26,0,0,4,0,9,4,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,,,,
2020-04-27,0,0,4,0,12,4,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,,,
2020-04-28,1,0,4,0,12,4,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,,,
2020-04-29,1,0,4,0,12,5,0,0,1,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,,,
2020-04-30,1,0,4,0,13,7,0,0,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,,,
2020-05-01,1,0,4,0,15,7,0,1,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,,,
2020-05-02,1,0,5,0,15,10,0,0,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,,,
2020-05-03,1,0,5,0,15,10,0,0,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,,
2020-05-04,1,0,5,0,15,10,0,0,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,,
2020-05-05,1,0,5,0,15,10,0,0,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,,
2020-05-06,1,0,5,0,15,10,0,0,3,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-07,1,0,5,0,15,10,0,0,3,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-08,1,0,5,0,15,10,0,0,4,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-09,1,0,5,0,15,11,0,0,4,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-10,1,0,5,0,15,11,0,0,5,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-11,1,0,5,0,16,12,0,0,5,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-12,1,0,5,0,16,12,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-13,1,0,5,0,16,13,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,
2020-05-14,1,0,5,0,17,14,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,0,
2020-05-15,1,0,5,0,17,15,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-16,1,0,5,0,17,15,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-17,1,0,5,0,17,15,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-18,1,0,5,0,17,16,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-19,1,0,5,0,17,16,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-20,1,0,5,0,17,17,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-21,1,0,5,0,18,18,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-22,1,0,5,0,18,18,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-23,1,0,5,0,18,18,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-24,1,0,5,0,18,18,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-25,1,0,5,0,18,18,0,0,6,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-26,1,0,5,0,18,18,0,0,6,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-27,1,0,4,0,18,17,0,1,6,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-28,1,0,4,0,18,17,0,1,6,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-29,1,0,5,0,18,18,0,0,6,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,3,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-30,1,0,5,0,18,18,0,0,6,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-05-31,1,0,5,0,18,18,0,0,6,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-01,1,0,4,0,18,18,0,0,6,1,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-02,1,0,5,0,18,19,0,0,7,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-03,1,0,5,0,18,19,0,0,7,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-04,1,0,5,0,18,19,0,0,7,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-05,4,0,5,0,18,19,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-06,4,0,5,0,18,19,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-07,4,0,5,0,18,19,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-08,4,0,5,0,18,19,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-09,4,0,5,0,18,19,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-10,4,0,5,0,18,20,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,1,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-11,4,0,5,0,18,20,0,0,8,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,
2020-06-12,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-13,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-14,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-15,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-16,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-17,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-18,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-19,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-20,4,0,5,0,18,20,0,0,9,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-21,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,2,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-22,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,3,1,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0,
2020-06-23,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-24,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-25,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-26,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-27,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-28,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-29,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-06-30,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-07-01,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-07-02,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-07-03,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-07-04,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-07-05,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,
2020-07-06,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-07,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-08,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-09,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-10,4,0,5,0,18,20,0,0,10,1,2,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-11,4,0,5,0,18,20,0,0,10,1,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-12,4,0,5,0,18,20,0,0,10,1,2,2,1,2,2,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-13,4,0,5,0,18,20,0,0,10,1,2,2,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-14,4,0,5,0,18,20,0,0,10,1,2,2,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-15,4,0,5,0,18,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
2020-07-16,4,0,5,0,19,20,0,0,10,1,2,3,1,2,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1,3,2,0,0,4,0,1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,1,0
