,Washington,Jackson,Klamath,Douglas,Marion,Multnomah,Deschutes,Linn,Polk,Umatilla,Clackamas,Yamhill,Benton,Lane,Grant,Union,Josephine,Hood River,Clatsop,Lincoln,Tillamook,Wasco,Columbia,Morrow,Malheur,Wallowa,Crook,Sherman,Curry,Coos,Jefferson,Harney,Baker,Lake,Gilliam
2020-04-06,5,0,0,0,6,7,0,2,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-07,6,0,0,0,9,7,0,2,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-08,6,0,0,0,9,10,0,2,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-09,6,0,0,0,9,13,0,4,1,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-10,6,0,0,0,9,17,0,4,1,0,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2020-04-11,6,0,0,0,9,18,0,4,1,0,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020-04-12,6,0,0,0,9,19,0,4,1,0,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020-04-13,7,0,0,0,9,19,0,4,1,0,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2020-04-14,7,0,0,0,9,20,0,4,1,0,3,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-15,7,0,0,0,10,22,0,4,1,0,3,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-16,7,0,0,0,11,26,0,4,1,0,3,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-17,7,0,0,0,12,28,0,6,1,0,4,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-18,7,0,0,0,13,28,0,6,1,0,5,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-19,8,0,0,0,13,28,0,6,1,0,5,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-20,8,0,0,0,14,28,0,6,1,0,5,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-21,10,0,0,0,14,29,0,6,1,0,5,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-22,10,0,0,0,14,29,0,6,1,0,5,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-23,10,0,0,0,14,33,0,6,1,0,6,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-24,10,0,0,0,14,35,0,7,1,0,6,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-25,10,0,0,0,14,35,0,7,1,0,6,6,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2020-04-26,10,0,0,0,15,37,0,7,1,0,6,6,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
2020-04-27,11,0,0,0,15,37,0,7,1,0,6,6,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
2020-04-28,11,0,0,0,17,40,0,7,1,0,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-04-29,11,0,0,0,17,42,0,7,1,0,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-04-30,11,0,0,0,18,43,0,7,1,0,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-05-01,11,0,0,0,18,44,0,7,1,0,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-05-02,11,0,0,0,19,46,0,7,2,1,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-05-03,11,0,0,0,19,46,0,7,2,1,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-05-04,11,0,0,0,19,46,0,7,2,1,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-05-05,12,0,0,0,19,49,0,7,2,1,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
2020-05-06,12,0,0,0,19,50,0,7,3,1,7,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-07,12,0,0,0,21,52,0,7,4,1,8,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-08,12,0,0,0,23,52,0,7,5,1,8,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-09,12,0,0,0,23,53,0,8,5,1,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-10,12,0,0,0,23,53,0,8,5,1,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-11,13,0,0,0,23,53,0,8,6,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-12,13,0,0,0,23,53,0,8,6,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-13,14,0,0,0,23,53,0,8,9,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-14,15,0,0,0,23,55,0,8,9,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-15,15,0,0,0,23,55,0,8,9,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-16,15,0,0,0,23,55,0,8,9,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-17,15,0,0,0,23,55,0,8,9,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-18,15,0,0,0,24,55,0,8,9,2,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-19,15,0,0,0,24,55,0,9,9,3,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-20,17,0,0,0,24,57,0,9,9,3,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-21,17,0,0,0,24,57,0,9,10,3,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-22,17,0,0,0,25,58,0,9,10,3,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-23,17,0,0,0,25,58,0,9,10,3,9,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-24,17,0,0,0,25,58,0,9,10,3,10,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-25,17,0,0,0,25,58,0,9,10,3,10,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-26,17,0,0,0,25,58,0,9,10,3,10,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
2020-05-27,17,0,0,0,25,58,0,9,10,3,10,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-05-28,17,0,0,0,25,59,0,9,11,3,11,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-05-29,17,0,0,0,25,59,0,9,11,3,11,7,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-05-30,17,0,0,0,25,59,0,9,12,3,11,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-05-31,17,0,0,0,25,59,0,9,12,3,11,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-01,17,0,0,0,26,59,0,9,12,3,11,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-02,18,0,0,0,26,61,0,9,12,3,11,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-03,18,0,0,0,26,62,0,9,12,3,12,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-04,18,0,0,0,26,62,0,9,12,3,12,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-05,18,0,0,0,27,63,0,9,12,3,12,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-06,18,0,0,0,27,65,0,9,12,3,12,7,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-07,18,0,0,0,27,65,0,9,12,3,12,7,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-08,18,0,0,0,27,65,0,9,12,3,12,7,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-09,18,0,0,0,30,66,0,9,12,3,13,7,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-10,18,0,0,0,30,66,0,9,12,3,13,7,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-11,18,0,0,0,30,66,0,9,12,3,14,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-12,19,0,0,0,30,67,0,9,12,4,14,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-13,20,0,0,0,30,67,0,9,12,4,14,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-14,20,0,0,0,30,68,0,9,12,4,14,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-15,20,0,0,0,30,68,0,9,12,4,18,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-16,20,0,0,0,31,68,0,9,12,4,19,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-17,20,0,0,0,31,68,0,9,12,4,20,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-18,20,0,0,0,33,68,0,9,12,4,22,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-19,20,0,0,0,34,68,0,9,12,4,22,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-20,20,0,0,0,34,68,0,9,12,4,22,8,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,
2020-06-21,20,0,0,0,34,68,0,9,12,4,23,8,5,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-22,20,0,0,0,35,68,0,9,12,4,23,8,5,3,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-23,20,0,0,0,35,68,0,9,12,4,23,8,5,3,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-24,20,0,0,0,36,68,0,9,12,4,24,8,5,3,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-25,20,0,0,0,38,70,0,9,12,4,24,8,5,3,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-26,20,0,0,0,41,70,0,9,12,4,24,8,5,3,0,1,1,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,
2020-06-27,20,0,0,0,41,71,0,9,12,4,24,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-28,20,0,0,0,41,71,0,9,12,4,24,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-29,20,0,0,0,43,71,0,9,12,5,24,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-06-30,20,0,0,0,46,71,0,9,12,5,24,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-07-01,20,0,0,0,47,71,0,9,12,5,24,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-07-02,20,0,1,0,47,71,0,9,12,5,24,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-07-03,20,0,1,0,47,72,0,9,12,6,25,8,5,3,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
2020-07-04,20,0,1,0,47,72,0,9,12,6,25,8,5,3,0,1,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-07-05,20,0,1,0,48,72,0,9,12,6,25,8,5,3,0,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-07-06,20,0,1,0,48,72,0,9,12,6,25,8,5,3,0,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-07-07,20,0,1,0,50,73,0,10,12,7,25,9,5,3,0,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-07-08,20,0,1,0,51,75,0,10,12,7,25,9,6,3,0,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-07-09,20,0,1,0,53,75,0,10,12,7,27,9,6,3,0,1,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2020-07-10,20,0,1,0,53,75,0,10,12,7,27,9,6,3,0,2,1,0,0,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2020-07-11,20,0,1,0,53,75,0,10,12,7,27,9,6,3,0,2,1,0,0,5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2020-07-12,21,0,1,0,53,75,0,10,12,7,27,9,6,3,0,2,1,0,0,5,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0
2020-07-13,21,0,1,0,54,75,0,10,12,8,28,9,6,3,0,2,1,0,0,5,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0
2020-07-14,21,0,1,0,56,75,0,10,12,8,29,9,6,3,0,2,1,0,0,7,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0
2020-07-15,21,0,1,1,56,75,1,10,12,8,29,9,6,3,0,2,1,0,0,7,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0
2020-07-16,21,0,1,1,56,75,1,10,12,9,29,9,6,3,0,2,1,0,0,7,0,2,0,1,5,0,1,0,0,0,0,0,0,0,0
2020-07-17,21,0,1,1,57,76,1,10,12,9,30,9,6,3,0,2,1,0,0,7,0,3,0,1,5,0,1,0,0,0,0,0,0,0,0
2020-07-18,21,0,1,1,58,76,1,10,12,9,30,9,6,3,0,2,1,0,0,8,0,3,0,1,5,1,1,0,0,0,0,0,0,0,0
2020-07-19,21,0,1,1,60,77,1,10,12,9,30,9,6,3,0,2,1,0,0,8,0,3,0,1,5,1,1,0,0,0,0,0,0,0,0
2020-07-20,21,0,1,1,62,77,1,10,12,9,30,9,6,3,0,2,1,0,0,8,0,3,0,1,5,1,1,0,0,0,0,0,0,0,0
2020-07-21,22,0,1,1,62,78,1,10,12,11,33,9,6,3,0,2,1,0,0,8,0,3,0,1,6,1,1,0,0,0,0,0,0,0,0
2020-07-22,22,0,1,1,62,78,1,10,12,13,33,9,6,3,0,2,1,0,0,8,0,3,0,1,6,1,1,0,0,0,0,0,0,0,0
2020-07-23,22,0,1,1,63,78,1,10,12,15,33,9,6,3,0,2,1,0,0,8,0,3,0,1,6,1,1,0,0,0,0,0,0,0,0
2020-07-24,22,0,1,1,64,80,3,10,12,16,34,9,6,3,0,2,1,0,0,8,0,3,0,1,7,1,1,0,0,0,0,0,0,0,0
2020-07-25,22,0,1,1,64,81,3,10,12,16,34,9,6,3,0,2,1,0,0,8,0,3,0,1,7,1,1,0,0,0,0,0,0,0,0
2020-07-26,22,0,1,1,65,84,3,10,12,16,34,9,6,3,0,2,1,0,0,8,0,3,0,1,8,1,1,0,0,0,0,0,0,0,0
2020-07-27,22,0,1,1,65,82,3,10,12,16,34,9,6,3,0,2,1,0,0,8,0,3,0,1,8,1,1,0,0,0,0,0,0,0,0
2020-07-28,22,0,1,1,67,84,5,10,12,19,36,10,6,3,0,2,1,0,0,8,0,3,0,1,9,1,1,0,0,0,3,0,0,0,0
2020-07-29,22,1,1,1,67,89,5,10,12,20,36,10,6,3,0,2,1,0,0,8,0,3,0,2,9,1,1,0,0,0,3,0,0,0,0
2020-07-30,22,1,1,1,67,92,5,10,12,22,36,10,6,3,0,2,1,0,0,8,0,3,0,2,9,1,1,0,0,0,3,0,0,0,0
2020-07-31,22,1,1,1,67,94,7,10,12,23,37,10,6,3,0,2,1,0,0,9,0,3,0,2,9,1,1,0,0,0,3,0,0,0,0
2020-08-01,23,1,1,1,67,94,8,10,12,24,37,11,6,3,0,2,1,0,0,9,0,3,0,2,9,1,1,0,0,0,3,0,0,0,0
2020-08-02,23,1,1,1,67,95,8,10,12,24,37,11,6,3,0,2,1,0,0,9,0,3,0,2,10,1,1,0,0,0,3,0,0,0,0
2020-08-03,23,1,1,1,68,95,8,10,12,24,39,12,6,3,0,2,1,0,0,9,0,3,0,1,10,1,1,0,0,0,3,0,0,0,0
2020-08-04,23,1,1,1,68,95,8,10,12,25,37,12,6,3,0,2,1,0,0,9,0,3,0,2,12,1,1,0,0,0,3,0,0,0,0
2020-08-05,24,1,1,1,68,95,8,10,12,27,39,12,6,3,0,2,2,0,0,9,0,3,0,2,12,1,1,0,0,0,3,0,0,0,0
2020-08-06,24,1,1,1,68,95,8,10,12,27,39,12,6,3,0,2,2,0,0,9,0,3,0,3,12,1,1,0,0,0,3,0,0,0,0
2020-08-07,24,2,2,1,69,95,9,10,12,27,40,13,6,3,0,2,2,0,0,9,0,3,0,3,13,1,1,0,0,0,4,0,0,0,0
2020-08-08,25,2,2,1,70,96,10,10,12,28,41,13,6,3,0,2,2,0,0,9,0,3,0,3,14,1,1,0,0,0,4,0,0,0,0
2020-08-09,25,2,2,1,70,97,10,10,12,28,41,13,6,3,0,2,2,0,0,9,0,3,0,3,14,1,1,0,0,0,4,0,0,0,0
2020-08-10,25,2,2,1,70,98,10,10,12,30,41,13,6,3,0,2,2,0,0,9,0,3,0,3,14,1,1,0,0,0,4,0,0,0,0
2020-08-11,25,2,2,1,73,100,10,11,12,31,45,13,6,3,0,2,2,0,0,9,0,3,0,3,13,1,1,0,0,0,4,0,0,0,0
2020-08-12,27,2,2,1,73,100,10,11,12,31,48,13,6,3,0,2,2,0,0,9,0,3,0,3,14,1,1,0,0,0,4,0,0,0,0
2020-08-13,27,2,2,1,73,103,11,11,12,32,50,13,6,3,0,2,2,0,0,9,0,3,1,3,15,1,1,0,0,0,4,0,0,0,0
2020-08-14,27,2,2,1,73,103,11,11,12,32,50,13,6,4,0,2,2,0,0,9,0,3,1,3,15,1,1,0,0,0,4,0,0,0,0
2020-08-15,27,2,2,1,73,103,11,11,12,32,50,13,6,4,0,2,2,0,0,9,0,3,1,3,15,1,1,0,0,0,5,0,0,0,0
2020-08-16,27,2,2,1,73,103,11,11,12,32,50,13,6,4,0,2,2,0,0,9,0,3,1,3,15,1,1,0,0,0,5,0,0,0,0
2020-08-17,27,2,2,1,73,104,11,11,12,32,51,13,6,4,0,2,2,0,0,9,0,3,1,3,15,1,1,0,0,0,5,0,0,0,0
2020-08-18,30,2,2,1,73,104,11,11,12,32,52,13,6,4,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,0,0,0
2020-08-19,31,2,2,1,73,108,11,11,13,32,55,13,6,4,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,0,0,0
2020-08-20,32,2,2,2,73,108,11,12,13,32,55,13,6,4,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,1,0,0
2020-08-21,32,2,2,2,74,112,11,12,13,32,57,14,6,5,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,1,0,0
2020-08-22,32,2,2,2,75,112,11,12,13,32,57,14,6,5,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,1,0,0
2020-08-23,32,2,2,2,75,112,11,12,13,32,57,14,6,5,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,1,0,0
2020-08-24,36,2,2,2,75,115,11,12,13,35,57,14,6,5,0,2,2,0,0,11,0,3,1,3,16,1,1,0,0,0,6,0,1,0,0
2020-08-25,36,2,2,2,77,115,11,12,13,35,57,14,6,5,0,2,2,0,0,13,0,3,1,3,16,1,1,0,0,0,6,0,1,0,0
2020-08-26,36,2,2,2,77,115,11,12,13,35,57,14,6,5,0,2,2,0,0,13,0,3,1,3,16,1,1,0,0,0,7,0,2,0,0
2020-08-27,39,2,2,2,77,115,11,12,13,37,57,14,6,5,0,2,2,0,0,13,0,3,1,3,17,1,1,0,0,0,7,0,2,0,0
2020-08-28,41,2,2,2,78,122,11,12,14,37,57,14,6,5,0,2,2,0,0,13,0,3,1,3,19,1,1,0,0,0,7,0,2,0,0
2020-08-29,42,2,2,2,79,122,11,12,14,37,57,14,6,6,0,2,2,0,0,13,0,3,1,3,19,1,1,0,0,0,7,0,2,0,0
